kalimat,label
bos hadiah 750 ribu,pemasukan
duit masuk 750 ribu,pemasukan
keluar duit 2jt,pengeluaran
menerima 750 ribu,pemasukan
menjual uang 1 juta dari kerja part-time,pemasukan
gaji uang 1 juta dari freelance,pemasukan
10 ribu buat ayam geprek,pengeluaran
menerima 100k,pemasukan
transfer 750 ribu,pengeluaran
250.000 buat token listrik,pengeluaran
menang uang 1 juta dari event,pemasukan
membeli listrik 2jt,pengeluaran
750 ribu buat komputer,pengeluaran
750 ribu buat pulsa,pengeluaran
duit masuk 250.000,pemasukan
2jt dari kerja part-time sebagai transfer masuk,pemasukan
bos uang kembali 10 ribu,pemasukan
duit masuk 100k,pemasukan
orang tua uang kembali 5.000.000,pemasukan
750 ribu untuk isi saldo pulsa,pengeluaran
10 ribu untuk tarik tunai paket data,pengeluaran
bayar 20rb,pengeluaran
50.000 untuk habis untuk baju,pengeluaran
ongkos handphone 10 ribu,pengeluaran
10 ribu buat tas,pengeluaran
100k dari toko sebagai dikasih,pemasukan
investasi menjual 250.000,pemasukan
duit masuk 250.000,pemasukan
tarik tunai 5.000.000,pengeluaran
menerima uang 100k dari jualan online,pemasukan
pengeluaran 2jt,pengeluaran
isi saldo sepatu 5000,pengeluaran
narik uang jajanan 100k,pengeluaran
keluar duit 50.000,pengeluaran
duit masuk 5.000.000,pemasukan
isi saldo mobil 750 ribu,pengeluaran
gaji 1 juta,pemasukan
kerja part-time refund 250.000,pemasukan
5.000.000 dari event sebagai gaji,pemasukan
menjual 250.000,pemasukan
duit masuk 20rb,pemasukan
menang uang 250.000 dari kerja part-time,pemasukan
membeli baju 250.000,pengeluaran
duit masuk 5.000.000,pemasukan
donatur gaji 250.000,pemasukan
250.000 dari klien sebagai menerima,pemasukan
donasi keluar 2jt,pengeluaran
freelance menang 20rb,pemasukan
biaya 750 ribu,pengeluaran
duit masuk 2jt,pemasukan
20rb dari freelance sebagai pendapatan,pemasukan
50.000 dari investasi sebagai gaji,pemasukan
bayar 10 ribu,pengeluaran
10 ribu buat tas,pengeluaran
toko pendapatan 5.000.000,pemasukan
keluar duit 1 juta,pengeluaran
klien refund 250.000,pemasukan
keluar duit 20rb,pengeluaran
endorse menang 100k,pemasukan
terima uang 5.000.000 dari endorse,pemasukan
proyek menang 750 ribu,pemasukan
50.000 untuk bayar wifi,pengeluaran
duit masuk 1 juta,pemasukan
duit masuk 250.000,pemasukan
uang kembali 1 juta,pemasukan
keluar duit 1 juta,pengeluaran
ditransfer uang 2jt dari bos,pemasukan
sumbangan air 250.000,pengeluaran
250.000 untuk donasi keluar es kopi,pengeluaran
tarik tunai 5000,pengeluaran
teman hadiah 2jt,pemasukan
konten youtube uang kembali 250.000,pemasukan
10 ribu dari orang tua sebagai bonus,pemasukan
bos dikasih 250.000,pemasukan
spend es kopi 10 ribu,pengeluaran
duit masuk 2jt,pemasukan
investasi menang 20rb,pemasukan
1 juta dari proyek sebagai menang,pemasukan
100k untuk tarik tunai nasi goreng,pengeluaran
gaji uang 250.000 dari investasi,pemasukan
50.000 dari toko sebagai menerima,pemasukan
donasi keluar sepatu 50.000,pengeluaran
beli token listrik 20rb,pengeluaran
kerja part-time ditransfer 20rb,pemasukan
100k buat game online,pengeluaran
1 juta untuk donasi keluar token listrik,pengeluaran
teman gaji 250.000,pemasukan
5000 dari event sebagai ditransfer,pemasukan
pemasukan 100k,pemasukan
20rb untuk isi saldo komputer,pengeluaran
20rb untuk sumbangan wifi,pengeluaran
1 juta buat handphone,pengeluaran
transfer listrik 750 ribu,pengeluaran
keluar uang mobil 100k,pengeluaran
5.000.000 untuk membayar jajanan,pengeluaran
keluar duit 100k,pengeluaran
uang kembali uang 750 ribu dari jualan online,pemasukan
transfer handphone 1 juta,pengeluaran
beli motor 20rb,pengeluaran
habis untuk game online 100k,pengeluaran
toko ditransfer 5.000.000,pemasukan
donatur donasi masuk 1 juta,pemasukan
menerima 1 juta,pemasukan
ditransfer uang 5.000.000 dari freelance,pemasukan
20rb untuk habis untuk BBM,pengeluaran
duit masuk 5000,pemasukan
endorse uang kembali 50.000,pemasukan
duit masuk 100k,pemasukan
teman dapat 100k,pemasukan
5000 buat paket data,pengeluaran
dapat uang 250.000 dari orang tua,pemasukan
5000 buat wifi,pengeluaran
250.000 untuk habis untuk nasi goreng,pengeluaran
pendapatan uang 100k dari orang tua,pemasukan
biaya 250.000,pengeluaran
terima uang 50.000 dari toko,pemasukan
duit masuk 1 juta,pemasukan
1 juta dari toko sebagai hasil jual,pemasukan
hadiah 1 juta,pemasukan
duit masuk 5000,pemasukan
transfer masuk uang 2jt dari konten youtube,pemasukan
duit masuk 5.000.000,pemasukan
50.000 dari orang tua sebagai hasil jual,pemasukan
50.000 untuk donasi keluar ayam geprek,pengeluaran
transfer masuk 10 ribu,pemasukan
duit masuk 2jt,pemasukan
100k untuk beli pulsa,pengeluaran
keluar duit 50.000,pengeluaran
transfer masuk uang 20rb dari endorse,pemasukan
1 juta buat game online,pengeluaran
1 juta buat pulsa,pengeluaran
250.000 dari donatur sebagai hadiah,pemasukan
dikasih uang 2jt dari trading,pemasukan
keluar duit 20rb,pengeluaran
10 ribu dari proyek sebagai pemasukan,pemasukan
ditransfer 5.000.000,pemasukan
keluar duit 20rb,pengeluaran
bonus uang 50.000 dari kerja part-time,pemasukan
endorse komisi 5.000.000,pemasukan
keluar duit 10 ribu,pengeluaran
endorse bonus 1 juta,pemasukan
1 juta dari investasi sebagai terima,pemasukan
5.000.000 dari bos sebagai pemasukan,pemasukan
duit masuk 50.000,pemasukan
dapat 100k,pemasukan
5.000.000 dari endorse sebagai menang,pemasukan
750 ribu buat wifi,pengeluaran
250.000 untuk biaya sepatu,pengeluaran
teman uang kembali 100k,pemasukan
duit masuk 2jt,pemasukan
keluar duit 5.000.000,pengeluaran
klien menjual 2jt,pemasukan
2jt dari bos sebagai gaji,pemasukan
gaji 5.000.000,pemasukan
keluar duit 5000,pengeluaran
50.000 dari freelance sebagai transfer masuk,pemasukan
5000 dari freelance sebagai pemasukan,pemasukan
1 juta untuk ongkos jajanan,pengeluaran
proyek hadiah 1 juta,pemasukan
uang kembali 2jt,pemasukan
pendapatan uang 10 ribu dari trading,pemasukan
2jt dari endorse sebagai dikasih,pemasukan
habis untuk pulsa 250.000,pengeluaran
20rb untuk narik uang token listrik,pengeluaran
100k dari investasi sebagai hasil jual,pemasukan
pendapatan 250.000,pemasukan
20rb dari freelance sebagai hadiah,pemasukan
sumbangan es kopi 750 ribu,pengeluaran
1 juta buat handphone,pengeluaran
refund uang 10 ribu dari jualan online,pemasukan
orang tua dikasih 5000,pemasukan
isi saldo nasi goreng 750 ribu,pengeluaran
100k dari freelance sebagai dikasih,pemasukan
spend 2jt,pengeluaran
keluar duit 20rb,pengeluaran
habis untuk mobil 1 juta,pengeluaran
beli es kopi 100k,pengeluaran
beli 20rb,pengeluaran
20rb dari endorse sebagai refund,pemasukan
keluar duit 10 ribu,pengeluaran
keluar duit 100k,pengeluaran
habis untuk token listrik 50.000,pengeluaran
orang tua bonus 100k,pemasukan
duit masuk 10 ribu,pemasukan
100k dari orang tua sebagai dapat,pemasukan
duit masuk 2jt,pemasukan
keluar duit 250.000,pengeluaran
keluar uang mobil 50.000,pengeluaran
habis untuk 1 juta,pengeluaran
duit masuk 20rb,pemasukan
dapat 1 juta,pemasukan
bayar baju 100k,pengeluaran
endorse menerima 1 juta,pemasukan
duit masuk 750 ribu,pemasukan
bonus 50.000,pemasukan
top up 750 ribu,pengeluaran
narik uang 5000,pengeluaran
keluar uang ayam geprek 250.000,pengeluaran
tarik tunai token listrik 250.000,pengeluaran
100k dari toko sebagai komisi,pemasukan
tarik tunai nasi goreng 750 ribu,pengeluaran
750 ribu dari bos sebagai transfer masuk,pemasukan
gaji 1 juta,pemasukan
keluar duit 10 ribu,pengeluaran
jualan online ditransfer 50.000,pemasukan
250.000 untuk tarik tunai wifi,pengeluaran
donasi keluar token listrik 1 juta,pengeluaran
kirim 100k,pengeluaran
100k buat nasi goreng,pengeluaran
isi saldo 1 juta,pengeluaran
5000 dari proyek sebagai menerima,pemasukan
keluar uang sepatu 10 ribu,pengeluaran
biaya air 100k,pengeluaran
keluar uang jajanan 2jt,pengeluaran
keluar duit 10 ribu,pengeluaran
uang kembali uang 10 ribu dari kerja part-time,pemasukan
refund 2jt,pemasukan
habis untuk parkir 10 ribu,pengeluaran
5000 buat buku,pengeluaran
5.000.000 buat motor,pengeluaran
beli handphone 2jt,pengeluaran
50.000 buat listrik,pengeluaran
750 ribu dari jualan online sebagai transfer masuk,pemasukan
investasi dapat 750 ribu,pemasukan
750 ribu dari jualan online sebagai terima,pemasukan
duit masuk 5.000.000,pemasukan
konten youtube menjual 10 ribu,pemasukan
klien transfer masuk 2jt,pemasukan
gaji 2jt,pemasukan
terima uang 2jt dari donatur,pemasukan
250.000 untuk tarik tunai baju,pengeluaran
750 ribu untuk bayar token listrik,pengeluaran
50.000 untuk bayar motor,pengeluaran
2jt untuk membeli wifi,pengeluaran
isi saldo buku 5.000.000,pengeluaran
keluar duit 100k,pengeluaran
100k untuk narik uang nasi goreng,pengeluaran
top up 10 ribu,pengeluaran
5000 dari trading sebagai hadiah,pemasukan
hadiah uang 2jt dari toko,pemasukan
refund 50.000,pemasukan
keluar duit 5.000.000,pengeluaran
1 juta dari kerja part-time sebagai bonus,pemasukan
tarik tunai 750 ribu,pengeluaran
keluar duit 100k,pengeluaran
10 ribu untuk sumbangan handphone,pengeluaran
membayar listrik 5.000.000,pengeluaran
duit masuk 1 juta,pemasukan
pemasukan uang 50.000 dari toko,pemasukan
20rb dari proyek sebagai hasil jual,pemasukan
menjual 100k,pemasukan
1 juta untuk ongkos tas,pengeluaran
ditransfer 10 ribu,pemasukan
50.000 dari bos sebagai gaji,pemasukan
10 ribu untuk isi saldo ayam geprek,pengeluaran
kirim 20rb,pengeluaran
klien menang 250.000,pemasukan
duit masuk 100k,pemasukan
keluar duit 10 ribu,pengeluaran
tarik tunai 750 ribu,pengeluaran
keluar duit 5.000.000,pengeluaran
dapat 750 ribu,pemasukan
orang tua komisi 10 ribu,pemasukan
kerja part-time pemasukan 50.000,pemasukan
50.000 untuk beli es kopi,pengeluaran
250.000 untuk narik uang ayam geprek,pengeluaran
transfer pulsa 1 juta,pengeluaran
uang kembali 5000,pemasukan
kirim es kopi 20rb,pengeluaran
beli 250.000,pengeluaran
proyek pendapatan 5.000.000,pemasukan
50.000 untuk kirim komputer,pengeluaran
2jt untuk donasi keluar ayam geprek,pengeluaran
donasi keluar 750 ribu,pengeluaran
duit masuk 750 ribu,pemasukan
duit masuk 1 juta,pemasukan
keluar duit 10 ribu,pengeluaran
5.000.000 buat jajanan,pengeluaran
keluar duit 2jt,pengeluaran
duit masuk 250.000,pemasukan
5.000.000 untuk keluar uang buku,pengeluaran
1 juta untuk keluar uang tas,pengeluaran
hadiah 750 ribu,pemasukan
5000 untuk pengeluaran motor,pengeluaran
10 ribu dari orang tua sebagai ditransfer,pemasukan
keluar duit 2jt,pengeluaran
50.000 dari toko sebagai terima,pemasukan
membayar baju 2jt,pengeluaran
terima 2jt,pemasukan
2jt dari trading sebagai menerima,pemasukan
duit masuk 100k,pemasukan
keluar duit 100k,pengeluaran
5000 buat motor,pengeluaran
250.000 dari proyek sebagai refund,pemasukan
narik uang tas 1 juta,pengeluaran
1 juta buat air,pengeluaran
toko pendapatan 750 ribu,pemasukan
komisi uang 20rb dari endorse,pemasukan
toko pemasukan 750 ribu,pemasukan
endorse gaji 2jt,pemasukan
10 ribu buat paket data,pengeluaran
narik uang 2jt,pengeluaran
sumbangan jajanan 250.000,pengeluaran
5.000.000 untuk tarik tunai nasi goreng,pengeluaran
5000 dari toko sebagai pemasukan,pemasukan
50.000 dari donatur sebagai menang,pemasukan
1 juta dari investasi sebagai uang kembali,pemasukan
beli 10 ribu,pengeluaran
keluar duit 20rb,pengeluaran
keluar duit 5.000.000,pengeluaran
keluar duit 100k,pengeluaran
biaya 10 ribu,pengeluaran
top up wifi 100k,pengeluaran
keluar duit 20rb,pengeluaran
duit masuk 250.000,pemasukan
pendapatan 2jt,pemasukan
narik uang 50.000,pengeluaran
membayar 5000,pengeluaran
pengeluaran 50.000,pengeluaran
keluar duit 1 juta,pengeluaran
sumbangan handphone 50.000,pengeluaran
5.000.000 untuk kirim ayam geprek,pengeluaran
teman pendapatan 10 ribu,pemasukan
duit masuk 5000,pemasukan
keluar duit 1 juta,pengeluaran
keluar duit 5000,pengeluaran
keluar duit 750 ribu,pengeluaran
750 ribu buat nasi goreng,pengeluaran
750 ribu buat pulsa,pengeluaran
5.000.000 buat ayam geprek,pengeluaran
100k buat nasi goreng,pengeluaran
kerja part-time menjual 10 ribu,pemasukan
menang uang 10 ribu dari endorse,pemasukan
2jt untuk kirim jajanan,pengeluaran
trading komisi 50.000,pemasukan
keluar duit 20rb,pengeluaran
keluar uang jajanan 100k,pengeluaran
5000 dari jualan online sebagai refund,pemasukan
keluar duit 20rb,pengeluaran
20rb untuk habis untuk token listrik,pengeluaran
pemasukan uang 2jt dari endorse,pemasukan
uang kembali uang 50.000 dari freelance,pemasukan
transfer masuk 20rb,pemasukan
sumbangan 5000,pengeluaran
jualan online hasil jual 1 juta,pemasukan
uang kembali 1 juta,pemasukan
duit masuk 100k,pemasukan
100k untuk membeli buku,pengeluaran
beli 100k,pengeluaran
keluar duit 5000,pengeluaran
10 ribu buat wifi,pengeluaran
keluar duit 50.000,pengeluaran
kirim 20rb,pengeluaran
keluar duit 750 ribu,pengeluaran
donasi keluar 10 ribu,pengeluaran
750 ribu untuk isi saldo komputer,pengeluaran
duit masuk 10 ribu,pemasukan
5000 dari klien sebagai uang kembali,pemasukan
menang uang 1 juta dari donatur,pemasukan
donatur ditransfer 100k,pemasukan
pendapatan 5000,pemasukan
duit masuk 100k,pemasukan
duit masuk 1 juta,pemasukan
5.000.000 buat sepatu,pengeluaran
keluar duit 20rb,pengeluaran
jualan online hadiah 100k,pemasukan
orang tua menang 250.000,pemasukan
20rb untuk top up listrik,pengeluaran
duit masuk 50.000,pemasukan
transfer listrik 100k,pengeluaran
5.000.000 untuk donasi keluar tas,pengeluaran
250.000 dari event sebagai pemasukan,pemasukan
1 juta untuk transfer mobil,pengeluaran
duit masuk 100k,pemasukan
keluar duit 5.000.000,pengeluaran
pemasukan uang 250.000 dari toko,pemasukan
trading hasil jual 250.000,pemasukan
10 ribu buat game online,pengeluaran
10 ribu buat es kopi,pengeluaran
5000 untuk pengeluaran paket data,pengeluaran
50.000 untuk keluar uang buku,pengeluaran
menerima uang 10 ribu dari toko,pemasukan
keluar duit 100k,pengeluaran
dapat uang 10 ribu dari jualan online,pemasukan
habis untuk 5000,pengeluaran
habis untuk air 100k,pengeluaran
5000 untuk donasi keluar BBM,pengeluaran
toko menang 250.000,pemasukan
biaya pulsa 10 ribu,pengeluaran
menjual uang 100k dari jualan online,pemasukan
5.000.000 buat game online,pengeluaran
keluar duit 1 juta,pengeluaran
kirim mobil 250.000,pengeluaran
keluar duit 50.000,pengeluaran
duit masuk 10 ribu,pemasukan
biaya 10 ribu,pengeluaran
250.000 dari donatur sebagai gaji,pemasukan
top up 50.000,pengeluaran
duit masuk 1 juta,pemasukan
5.000.000 dari konten youtube sebagai menang,pemasukan
20rb untuk ongkos token listrik,pengeluaran
hadiah uang 50.000 dari jualan online,pemasukan
5.000.000 dari trading sebagai dikasih,pemasukan
refund 250.000,pemasukan
dapat uang 250.000 dari investasi,pemasukan
keluar duit 5000,pengeluaran
250.000 buat air,pengeluaran
donasi keluar 10 ribu,pengeluaran
investasi bonus 50.000,pemasukan
keluar duit 20rb,pengeluaran
membayar nasi goreng 100k,pengeluaran
trading transfer masuk 1 juta,pemasukan
1 juta untuk keluar uang paket data,pengeluaran
top up BBM 1 juta,pengeluaran
5000 untuk keluar uang sepatu,pengeluaran
250.000 dari proyek sebagai bonus,pemasukan
ditransfer 100k,pemasukan
tarik tunai BBM 100k,pengeluaran
1 juta buat pulsa,pengeluaran
10 ribu dari klien sebagai menerima,pemasukan
membeli 1 juta,pengeluaran
duit masuk 10 ribu,pemasukan
20rb dari toko sebagai transfer masuk,pemasukan
5.000.000 buat wifi,pengeluaran
kirim 1 juta,pengeluaran
ditransfer uang 250.000 dari event,pemasukan
dikasih uang 20rb dari konten youtube,pemasukan
keluar duit 1 juta,pengeluaran
donatur ditransfer 50.000,pemasukan
top up 50.000,pengeluaran
hadiah uang 50.000 dari event,pemasukan
50.000 buat pulsa,pengeluaran
donasi keluar 1 juta,pengeluaran
keluar duit 5.000.000,pengeluaran
keluar duit 250.000,pengeluaran
250.000 buat parkir,pengeluaran
narik uang 50.000,pengeluaran
5.000.000 buat listrik,pengeluaran
ditransfer uang 100k dari jualan online,pemasukan
uang kembali 100k,pemasukan
100k dari jualan online sebagai dikasih,pemasukan
10 ribu dari jualan online sebagai menerima,pemasukan
tarik tunai 20rb,pengeluaran
terima 5.000.000,pemasukan
uang kembali 10 ribu,pemasukan
menjual 100k,pemasukan
donatur uang kembali 750 ribu,pemasukan
5.000.000 untuk pengeluaran wifi,pengeluaran
duit masuk 100k,pemasukan
100k buat pulsa,pengeluaran
bayar 5000,pengeluaran
5.000.000 untuk narik uang ayam geprek,pengeluaran
toko pemasukan 1 juta,pemasukan
beli 50.000,pengeluaran
duit masuk 250.000,pemasukan
5.000.000 buat jajanan,pengeluaran
konten youtube donasi masuk 50.000,pemasukan
10 ribu buat wifi,pengeluaran
refund 10 ribu,pemasukan
spend 10 ribu,pengeluaran
habis untuk air 2jt,pengeluaran
donasi keluar air 5.000.000,pengeluaran
event komisi 20rb,pemasukan
2jt buat komputer,pengeluaran
keluar uang 250.000,pengeluaran
investasi terima 10 ribu,pemasukan
kirim buku 2jt,pengeluaran
1 juta dari proyek sebagai pendapatan,pemasukan
pemasukan 10 ribu,pemasukan
duit masuk 10 ribu,pemasukan
duit masuk 1 juta,pemasukan
menjual uang 20rb dari orang tua,pemasukan
pengeluaran game online 10 ribu,pengeluaran
kirim token listrik 750 ribu,pengeluaran
1 juta buat pulsa,pengeluaran
menang 2jt,pemasukan
20rb buat ayam geprek,pengeluaran
keluar duit 1 juta,pengeluaran
trading bonus 250.000,pemasukan
membayar buku 100k,pengeluaran
refund 50.000,pemasukan
50.000 buat handphone,pengeluaran
2jt untuk membeli BBM,pengeluaran
spend 5.000.000,pengeluaran
pendapatan uang 10 ribu dari proyek,pemasukan
habis untuk 50.000,pengeluaran
gaji uang 2jt dari event,pemasukan
duit masuk 20rb,pemasukan
1 juta dari toko sebagai komisi,pemasukan
keluar duit 5.000.000,pengeluaran
investasi hasil jual 750 ribu,pemasukan
5000 dari toko sebagai terima,pemasukan
keluar duit 100k,pengeluaran
ongkos komputer 50.000,pengeluaran
duit masuk 50.000,pemasukan
biaya motor 10 ribu,pengeluaran
keluar duit 10 ribu,pengeluaran
keluar duit 5.000.000,pengeluaran
bos menerima 50.000,pemasukan
10 ribu untuk membeli buku,pengeluaran
50.000 buat buku,pengeluaran
5000 untuk habis untuk BBM,pengeluaran
keluar uang 1 juta,pengeluaran
1 juta untuk isi saldo es kopi,pengeluaran
duit masuk 5000,pemasukan
menang 50.000,pemasukan
hasil jual 50.000,pemasukan
sumbangan 750 ribu,pengeluaran
habis untuk 50.000,pengeluaran
freelance transfer masuk 100k,pemasukan
duit masuk 20rb,pemasukan
ongkos 750 ribu,pengeluaran
investasi dikasih 10 ribu,pemasukan
duit masuk 100k,pemasukan
750 ribu dari trading sebagai komisi,pemasukan
keluar duit 2jt,pengeluaran
100k dari freelance sebagai terima,pemasukan
donasi keluar pulsa 10 ribu,pengeluaran
keluar duit 1 juta,pengeluaran
beli listrik 100k,pengeluaran
sumbangan 10 ribu,pengeluaran
jualan online menang 5.000.000,pemasukan
beli BBM 750 ribu,pengeluaran
keluar duit 250.000,pengeluaran
duit masuk 1 juta,pemasukan
hadiah uang 2jt dari klien,pemasukan
klien donasi masuk 1 juta,pemasukan
duit masuk 1 juta,pemasukan
20rb buat komputer,pengeluaran
freelance gaji 5000,pemasukan
750 ribu buat tas,pengeluaran
keluar duit 2jt,pengeluaran
membayar 10 ribu,pengeluaran
duit masuk 750 ribu,pemasukan
biaya es kopi 5000,pengeluaran
pemasukan uang 10 ribu dari investasi,pemasukan
keluar duit 750 ribu,pengeluaran
pendapatan uang 100k dari klien,pemasukan
dapat 20rb,pemasukan
terima 2jt,pemasukan
membeli komputer 50.000,pengeluaran
beli buku 1 juta,pengeluaran
dikasih 50.000,pemasukan
biaya 20rb,pengeluaran
menang 20rb,pemasukan
membayar pulsa 50.000,pengeluaran
teman hasil jual 5.000.000,pemasukan
transfer 50.000,pengeluaran
duit masuk 1 juta,pemasukan
tarik tunai 1 juta,pengeluaran
20rb dari jualan online sebagai donasi masuk,pemasukan
